image_id,patch_id,label
ISIC_7927525,ISIC_7927525_patch_1.jpg,1
ISIC_7927525,ISIC_7927525_patch_2.jpg,1
ISIC_7927525,ISIC_7927525_patch_3.jpg,1
ISIC_7927525,ISIC_7927525_patch_4.jpg,1
ISIC_7927525,ISIC_7927525_patch_5.jpg,1
ISIC_7927525,ISIC_7927525_patch_6.jpg,1
ISIC_7927525,ISIC_7927525_patch_7.jpg,1
ISIC_7927525,ISIC_7927525_patch_8.jpg,1
ISIC_7927525,ISIC_7927525_patch_9.jpg,1
ISIC_7927525,ISIC_7927525_patch_10.jpg,1
ISIC_7927525,ISIC_7927525_patch_11.jpg,1
ISIC_7927525,ISIC_7927525_patch_12.jpg,1
ISIC_7927525,ISIC_7927525_patch_13.jpg,1
ISIC_7927525,ISIC_7927525_patch_14.jpg,1
ISIC_7927525,ISIC_7927525_patch_15.jpg,1
ISIC_7927525,ISIC_7927525_patch_16.jpg,1
ISIC_0337631,ISIC_0337631_patch_1.jpg,1
ISIC_0337631,ISIC_0337631_patch_2.jpg,1
ISIC_0337631,ISIC_0337631_patch_3.jpg,1
ISIC_0337631,ISIC_0337631_patch_4.jpg,1
ISIC_0337631,ISIC_0337631_patch_5.jpg,1
ISIC_0337631,ISIC_0337631_patch_6.jpg,1
ISIC_0337631,ISIC_0337631_patch_7.jpg,1
ISIC_0337631,ISIC_0337631_patch_8.jpg,1
ISIC_0337631,ISIC_0337631_patch_9.jpg,1
ISIC_0337631,ISIC_0337631_patch_10.jpg,1
ISIC_0337631,ISIC_0337631_patch_11.jpg,1
ISIC_0337631,ISIC_0337631_patch_12.jpg,1
ISIC_0337631,ISIC_0337631_patch_13.jpg,1
ISIC_0337631,ISIC_0337631_patch_14.jpg,1
ISIC_0337631,ISIC_0337631_patch_15.jpg,1
ISIC_0337631,ISIC_0337631_patch_16.jpg,1
ISIC_5247508,ISIC_5247508_patch_1.jpg,1
ISIC_5247508,ISIC_5247508_patch_2.jpg,1
ISIC_5247508,ISIC_5247508_patch_3.jpg,1
ISIC_5247508,ISIC_5247508_patch_4.jpg,1
ISIC_5247508,ISIC_5247508_patch_5.jpg,1
ISIC_5247508,ISIC_5247508_patch_6.jpg,1
ISIC_5247508,ISIC_5247508_patch_7.jpg,1
ISIC_5247508,ISIC_5247508_patch_8.jpg,1
ISIC_5247508,ISIC_5247508_patch_9.jpg,1
ISIC_5247508,ISIC_5247508_patch_10.jpg,1
ISIC_5247508,ISIC_5247508_patch_11.jpg,1
ISIC_5247508,ISIC_5247508_patch_12.jpg,1
ISIC_5247508,ISIC_5247508_patch_13.jpg,1
ISIC_5247508,ISIC_5247508_patch_14.jpg,1
ISIC_5247508,ISIC_5247508_patch_15.jpg,1
ISIC_5247508,ISIC_5247508_patch_16.jpg,1
ISIC_2750230,ISIC_2750230_patch_1.jpg,1
ISIC_2750230,ISIC_2750230_patch_2.jpg,1
ISIC_2750230,ISIC_2750230_patch_3.jpg,1
ISIC_2750230,ISIC_2750230_patch_4.jpg,1
ISIC_2750230,ISIC_2750230_patch_5.jpg,1
ISIC_2750230,ISIC_2750230_patch_6.jpg,1
ISIC_2750230,ISIC_2750230_patch_7.jpg,1
ISIC_2750230,ISIC_2750230_patch_8.jpg,1
ISIC_2750230,ISIC_2750230_patch_9.jpg,1
ISIC_2750230,ISIC_2750230_patch_10.jpg,1
ISIC_2750230,ISIC_2750230_patch_11.jpg,1
ISIC_2750230,ISIC_2750230_patch_12.jpg,1
ISIC_2750230,ISIC_2750230_patch_13.jpg,1
ISIC_2750230,ISIC_2750230_patch_14.jpg,1
ISIC_2750230,ISIC_2750230_patch_15.jpg,1
ISIC_2750230,ISIC_2750230_patch_16.jpg,1
ISIC_1177153,ISIC_1177153_patch_1.jpg,1
ISIC_1177153,ISIC_1177153_patch_2.jpg,1
ISIC_1177153,ISIC_1177153_patch_3.jpg,1
ISIC_1177153,ISIC_1177153_patch_4.jpg,1
ISIC_1177153,ISIC_1177153_patch_5.jpg,1
ISIC_1177153,ISIC_1177153_patch_6.jpg,1
ISIC_1177153,ISIC_1177153_patch_7.jpg,1
ISIC_1177153,ISIC_1177153_patch_8.jpg,1
ISIC_1177153,ISIC_1177153_patch_9.jpg,1
ISIC_1177153,ISIC_1177153_patch_10.jpg,1
ISIC_1177153,ISIC_1177153_patch_11.jpg,1
ISIC_1177153,ISIC_1177153_patch_12.jpg,1
ISIC_1177153,ISIC_1177153_patch_13.jpg,1
ISIC_1177153,ISIC_1177153_patch_14.jpg,1
ISIC_1177153,ISIC_1177153_patch_15.jpg,1
ISIC_1177153,ISIC_1177153_patch_16.jpg,1
ISIC_7536704,ISIC_7536704_patch_1.jpg,1
ISIC_7536704,ISIC_7536704_patch_2.jpg,1
ISIC_7536704,ISIC_7536704_patch_3.jpg,1
ISIC_7536704,ISIC_7536704_patch_4.jpg,1
ISIC_7536704,ISIC_7536704_patch_5.jpg,1
ISIC_7536704,ISIC_7536704_patch_6.jpg,1
ISIC_7536704,ISIC_7536704_patch_7.jpg,1
ISIC_7536704,ISIC_7536704_patch_8.jpg,1
ISIC_7536704,ISIC_7536704_patch_9.jpg,1
ISIC_7536704,ISIC_7536704_patch_10.jpg,1
ISIC_7536704,ISIC_7536704_patch_11.jpg,1
ISIC_7536704,ISIC_7536704_patch_12.jpg,1
ISIC_7536704,ISIC_7536704_patch_13.jpg,1
ISIC_7536704,ISIC_7536704_patch_14.jpg,1
ISIC_7536704,ISIC_7536704_patch_15.jpg,1
ISIC_7536704,ISIC_7536704_patch_16.jpg,1
ISIC_1231419,ISIC_1231419_patch_1.jpg,1
ISIC_1231419,ISIC_1231419_patch_2.jpg,1
ISIC_1231419,ISIC_1231419_patch_3.jpg,1
ISIC_1231419,ISIC_1231419_patch_4.jpg,1
ISIC_1231419,ISIC_1231419_patch_5.jpg,1
ISIC_1231419,ISIC_1231419_patch_6.jpg,1
ISIC_1231419,ISIC_1231419_patch_7.jpg,1
ISIC_1231419,ISIC_1231419_patch_8.jpg,1
ISIC_1231419,ISIC_1231419_patch_9.jpg,1
ISIC_1231419,ISIC_1231419_patch_10.jpg,1
ISIC_1231419,ISIC_1231419_patch_11.jpg,1
ISIC_1231419,ISIC_1231419_patch_12.jpg,1
ISIC_1231419,ISIC_1231419_patch_13.jpg,1
ISIC_1231419,ISIC_1231419_patch_14.jpg,1
ISIC_1231419,ISIC_1231419_patch_15.jpg,1
ISIC_1231419,ISIC_1231419_patch_16.jpg,1
ISIC_7295035,ISIC_7295035_patch_1.jpg,1
ISIC_7295035,ISIC_7295035_patch_2.jpg,1
ISIC_7295035,ISIC_7295035_patch_3.jpg,1
ISIC_7295035,ISIC_7295035_patch_4.jpg,1
ISIC_7295035,ISIC_7295035_patch_5.jpg,1
ISIC_7295035,ISIC_7295035_patch_6.jpg,1
ISIC_7295035,ISIC_7295035_patch_7.jpg,1
ISIC_7295035,ISIC_7295035_patch_8.jpg,1
ISIC_7295035,ISIC_7295035_patch_9.jpg,1
ISIC_7295035,ISIC_7295035_patch_10.jpg,1
ISIC_7295035,ISIC_7295035_patch_11.jpg,1
ISIC_7295035,ISIC_7295035_patch_12.jpg,1
ISIC_7295035,ISIC_7295035_patch_13.jpg,1
ISIC_7295035,ISIC_7295035_patch_14.jpg,1
ISIC_7295035,ISIC_7295035_patch_15.jpg,1
ISIC_7295035,ISIC_7295035_patch_16.jpg,1
ISIC_8737794,ISIC_8737794_patch_1.jpg,1
ISIC_8737794,ISIC_8737794_patch_2.jpg,1
ISIC_8737794,ISIC_8737794_patch_3.jpg,1
ISIC_8737794,ISIC_8737794_patch_4.jpg,1
ISIC_8737794,ISIC_8737794_patch_5.jpg,1
ISIC_8737794,ISIC_8737794_patch_6.jpg,1
ISIC_8737794,ISIC_8737794_patch_7.jpg,1
ISIC_8737794,ISIC_8737794_patch_8.jpg,1
ISIC_8737794,ISIC_8737794_patch_9.jpg,1
ISIC_8737794,ISIC_8737794_patch_10.jpg,1
ISIC_8737794,ISIC_8737794_patch_11.jpg,1
ISIC_8737794,ISIC_8737794_patch_12.jpg,1
ISIC_8737794,ISIC_8737794_patch_13.jpg,1
ISIC_8737794,ISIC_8737794_patch_14.jpg,1
ISIC_8737794,ISIC_8737794_patch_15.jpg,1
ISIC_8737794,ISIC_8737794_patch_16.jpg,1
ISIC_4378189,ISIC_4378189_patch_1.jpg,1
ISIC_4378189,ISIC_4378189_patch_2.jpg,1
ISIC_4378189,ISIC_4378189_patch_3.jpg,1
ISIC_4378189,ISIC_4378189_patch_4.jpg,1
ISIC_4378189,ISIC_4378189_patch_5.jpg,1
ISIC_4378189,ISIC_4378189_patch_6.jpg,1
ISIC_4378189,ISIC_4378189_patch_7.jpg,1
ISIC_4378189,ISIC_4378189_patch_8.jpg,1
ISIC_4378189,ISIC_4378189_patch_9.jpg,1
ISIC_4378189,ISIC_4378189_patch_10.jpg,1
ISIC_4378189,ISIC_4378189_patch_11.jpg,1
ISIC_4378189,ISIC_4378189_patch_12.jpg,1
ISIC_4378189,ISIC_4378189_patch_13.jpg,1
ISIC_4378189,ISIC_4378189_patch_14.jpg,1
ISIC_4378189,ISIC_4378189_patch_15.jpg,1
ISIC_4378189,ISIC_4378189_patch_16.jpg,1
ISIC_0986600,ISIC_0986600_patch_1.jpg,1
ISIC_0986600,ISIC_0986600_patch_2.jpg,1
ISIC_0986600,ISIC_0986600_patch_3.jpg,1
ISIC_0986600,ISIC_0986600_patch_4.jpg,1
ISIC_0986600,ISIC_0986600_patch_5.jpg,1
ISIC_0986600,ISIC_0986600_patch_6.jpg,1
ISIC_0986600,ISIC_0986600_patch_7.jpg,1
ISIC_0986600,ISIC_0986600_patch_8.jpg,1
ISIC_0986600,ISIC_0986600_patch_9.jpg,1
ISIC_0986600,ISIC_0986600_patch_10.jpg,1
ISIC_0986600,ISIC_0986600_patch_11.jpg,1
ISIC_0986600,ISIC_0986600_patch_12.jpg,1
ISIC_0986600,ISIC_0986600_patch_13.jpg,1
ISIC_0986600,ISIC_0986600_patch_14.jpg,1
ISIC_0986600,ISIC_0986600_patch_15.jpg,1
ISIC_0986600,ISIC_0986600_patch_16.jpg,1
ISIC_9900191,ISIC_9900191_patch_1.jpg,1
ISIC_9900191,ISIC_9900191_patch_2.jpg,1
ISIC_9900191,ISIC_9900191_patch_3.jpg,1
ISIC_9900191,ISIC_9900191_patch_4.jpg,1
ISIC_9900191,ISIC_9900191_patch_5.jpg,1
ISIC_9900191,ISIC_9900191_patch_6.jpg,1
ISIC_9900191,ISIC_9900191_patch_7.jpg,1
ISIC_9900191,ISIC_9900191_patch_8.jpg,1
ISIC_9900191,ISIC_9900191_patch_9.jpg,1
ISIC_9900191,ISIC_9900191_patch_10.jpg,1
ISIC_9900191,ISIC_9900191_patch_11.jpg,1
ISIC_9900191,ISIC_9900191_patch_12.jpg,1
ISIC_9900191,ISIC_9900191_patch_13.jpg,1
ISIC_9900191,ISIC_9900191_patch_14.jpg,1
ISIC_9900191,ISIC_9900191_patch_15.jpg,1
ISIC_9900191,ISIC_9900191_patch_16.jpg,1
ISIC_5045600,ISIC_5045600_patch_1.jpg,1
ISIC_5045600,ISIC_5045600_patch_2.jpg,1
ISIC_5045600,ISIC_5045600_patch_3.jpg,1
ISIC_5045600,ISIC_5045600_patch_4.jpg,1
ISIC_5045600,ISIC_5045600_patch_5.jpg,1
ISIC_5045600,ISIC_5045600_patch_6.jpg,1
ISIC_5045600,ISIC_5045600_patch_7.jpg,1
ISIC_5045600,ISIC_5045600_patch_8.jpg,1
ISIC_5045600,ISIC_5045600_patch_9.jpg,1
ISIC_5045600,ISIC_5045600_patch_10.jpg,1
ISIC_5045600,ISIC_5045600_patch_11.jpg,1
ISIC_5045600,ISIC_5045600_patch_12.jpg,1
ISIC_5045600,ISIC_5045600_patch_13.jpg,1
ISIC_5045600,ISIC_5045600_patch_14.jpg,1
ISIC_5045600,ISIC_5045600_patch_15.jpg,1
ISIC_5045600,ISIC_5045600_patch_16.jpg,1
ISIC_5216586,ISIC_5216586_patch_1.jpg,1
ISIC_5216586,ISIC_5216586_patch_2.jpg,1
ISIC_5216586,ISIC_5216586_patch_3.jpg,1
ISIC_5216586,ISIC_5216586_patch_4.jpg,1
ISIC_5216586,ISIC_5216586_patch_5.jpg,1
ISIC_5216586,ISIC_5216586_patch_6.jpg,1
ISIC_5216586,ISIC_5216586_patch_7.jpg,1
ISIC_5216586,ISIC_5216586_patch_8.jpg,1
ISIC_5216586,ISIC_5216586_patch_9.jpg,1
ISIC_5216586,ISIC_5216586_patch_10.jpg,1
ISIC_5216586,ISIC_5216586_patch_11.jpg,1
ISIC_5216586,ISIC_5216586_patch_12.jpg,1
ISIC_5216586,ISIC_5216586_patch_13.jpg,1
ISIC_5216586,ISIC_5216586_patch_14.jpg,1
ISIC_5216586,ISIC_5216586_patch_15.jpg,1
ISIC_5216586,ISIC_5216586_patch_16.jpg,1
ISIC_5388184,ISIC_5388184_patch_1.jpg,1
ISIC_5388184,ISIC_5388184_patch_2.jpg,1
ISIC_5388184,ISIC_5388184_patch_3.jpg,1
ISIC_5388184,ISIC_5388184_patch_4.jpg,1
ISIC_5388184,ISIC_5388184_patch_5.jpg,1
ISIC_5388184,ISIC_5388184_patch_6.jpg,1
ISIC_5388184,ISIC_5388184_patch_7.jpg,1
ISIC_5388184,ISIC_5388184_patch_8.jpg,1
ISIC_5388184,ISIC_5388184_patch_9.jpg,1
ISIC_5388184,ISIC_5388184_patch_10.jpg,1
ISIC_5388184,ISIC_5388184_patch_11.jpg,1
ISIC_5388184,ISIC_5388184_patch_12.jpg,1
ISIC_5388184,ISIC_5388184_patch_13.jpg,1
ISIC_5388184,ISIC_5388184_patch_14.jpg,1
ISIC_5388184,ISIC_5388184_patch_15.jpg,1
ISIC_5388184,ISIC_5388184_patch_16.jpg,1
ISIC_2822718,ISIC_2822718_patch_1.jpg,1
ISIC_2822718,ISIC_2822718_patch_2.jpg,1
ISIC_2822718,ISIC_2822718_patch_3.jpg,1
ISIC_2822718,ISIC_2822718_patch_4.jpg,1
ISIC_2822718,ISIC_2822718_patch_5.jpg,1
ISIC_2822718,ISIC_2822718_patch_6.jpg,1
ISIC_2822718,ISIC_2822718_patch_7.jpg,1
ISIC_2822718,ISIC_2822718_patch_8.jpg,1
ISIC_2822718,ISIC_2822718_patch_9.jpg,1
ISIC_2822718,ISIC_2822718_patch_10.jpg,1
ISIC_2822718,ISIC_2822718_patch_11.jpg,1
ISIC_2822718,ISIC_2822718_patch_12.jpg,1
ISIC_2822718,ISIC_2822718_patch_13.jpg,1
ISIC_2822718,ISIC_2822718_patch_14.jpg,1
ISIC_2822718,ISIC_2822718_patch_15.jpg,1
ISIC_2822718,ISIC_2822718_patch_16.jpg,1
ISIC_0645454,ISIC_0645454_patch_1.jpg,1
ISIC_0645454,ISIC_0645454_patch_2.jpg,1
ISIC_0645454,ISIC_0645454_patch_3.jpg,1
ISIC_0645454,ISIC_0645454_patch_4.jpg,1
ISIC_0645454,ISIC_0645454_patch_5.jpg,1
ISIC_0645454,ISIC_0645454_patch_6.jpg,1
ISIC_0645454,ISIC_0645454_patch_7.jpg,1
ISIC_0645454,ISIC_0645454_patch_8.jpg,1
ISIC_0645454,ISIC_0645454_patch_9.jpg,1
ISIC_0645454,ISIC_0645454_patch_10.jpg,1
ISIC_0645454,ISIC_0645454_patch_11.jpg,1
ISIC_0645454,ISIC_0645454_patch_12.jpg,1
ISIC_0645454,ISIC_0645454_patch_13.jpg,1
ISIC_0645454,ISIC_0645454_patch_14.jpg,1
ISIC_0645454,ISIC_0645454_patch_15.jpg,1
ISIC_0645454,ISIC_0645454_patch_16.jpg,1
ISIC_7293518,ISIC_7293518_patch_1.jpg,1
ISIC_7293518,ISIC_7293518_patch_2.jpg,1
ISIC_7293518,ISIC_7293518_patch_3.jpg,1
ISIC_7293518,ISIC_7293518_patch_4.jpg,1
ISIC_7293518,ISIC_7293518_patch_5.jpg,1
ISIC_7293518,ISIC_7293518_patch_6.jpg,1
ISIC_7293518,ISIC_7293518_patch_7.jpg,1
ISIC_7293518,ISIC_7293518_patch_8.jpg,1
ISIC_7293518,ISIC_7293518_patch_9.jpg,1
ISIC_7293518,ISIC_7293518_patch_10.jpg,1
ISIC_7293518,ISIC_7293518_patch_11.jpg,1
ISIC_7293518,ISIC_7293518_patch_12.jpg,1
ISIC_7293518,ISIC_7293518_patch_13.jpg,1
ISIC_7293518,ISIC_7293518_patch_14.jpg,1
ISIC_7293518,ISIC_7293518_patch_15.jpg,1
ISIC_7293518,ISIC_7293518_patch_16.jpg,1
ISIC_4009870,ISIC_4009870_patch_1.jpg,1
ISIC_4009870,ISIC_4009870_patch_2.jpg,1
ISIC_4009870,ISIC_4009870_patch_3.jpg,1
ISIC_4009870,ISIC_4009870_patch_4.jpg,1
ISIC_4009870,ISIC_4009870_patch_5.jpg,1
ISIC_4009870,ISIC_4009870_patch_6.jpg,1
ISIC_4009870,ISIC_4009870_patch_7.jpg,1
ISIC_4009870,ISIC_4009870_patch_8.jpg,1
ISIC_4009870,ISIC_4009870_patch_9.jpg,1
ISIC_4009870,ISIC_4009870_patch_10.jpg,1
ISIC_4009870,ISIC_4009870_patch_11.jpg,1
ISIC_4009870,ISIC_4009870_patch_12.jpg,1
ISIC_4009870,ISIC_4009870_patch_13.jpg,1
ISIC_4009870,ISIC_4009870_patch_14.jpg,1
ISIC_4009870,ISIC_4009870_patch_15.jpg,1
ISIC_4009870,ISIC_4009870_patch_16.jpg,1
ISIC_7372719,ISIC_7372719_patch_1.jpg,1
ISIC_7372719,ISIC_7372719_patch_2.jpg,1
ISIC_7372719,ISIC_7372719_patch_3.jpg,1
ISIC_7372719,ISIC_7372719_patch_4.jpg,1
ISIC_7372719,ISIC_7372719_patch_5.jpg,1
ISIC_7372719,ISIC_7372719_patch_6.jpg,1
ISIC_7372719,ISIC_7372719_patch_7.jpg,1
ISIC_7372719,ISIC_7372719_patch_8.jpg,1
ISIC_7372719,ISIC_7372719_patch_9.jpg,1
ISIC_7372719,ISIC_7372719_patch_10.jpg,1
ISIC_7372719,ISIC_7372719_patch_11.jpg,1
ISIC_7372719,ISIC_7372719_patch_12.jpg,1
ISIC_7372719,ISIC_7372719_patch_13.jpg,1
ISIC_7372719,ISIC_7372719_patch_14.jpg,1
ISIC_7372719,ISIC_7372719_patch_15.jpg,1
ISIC_7372719,ISIC_7372719_patch_16.jpg,1
ISIC_7788318,ISIC_7788318_patch_1.jpg,1
ISIC_7788318,ISIC_7788318_patch_2.jpg,1
ISIC_7788318,ISIC_7788318_patch_3.jpg,1
ISIC_7788318,ISIC_7788318_patch_4.jpg,1
ISIC_7788318,ISIC_7788318_patch_5.jpg,1
ISIC_7788318,ISIC_7788318_patch_6.jpg,1
ISIC_7788318,ISIC_7788318_patch_7.jpg,1
ISIC_7788318,ISIC_7788318_patch_8.jpg,1
ISIC_7788318,ISIC_7788318_patch_9.jpg,1
ISIC_7788318,ISIC_7788318_patch_10.jpg,1
ISIC_7788318,ISIC_7788318_patch_11.jpg,1
ISIC_7788318,ISIC_7788318_patch_12.jpg,1
ISIC_7788318,ISIC_7788318_patch_13.jpg,1
ISIC_7788318,ISIC_7788318_patch_14.jpg,1
ISIC_7788318,ISIC_7788318_patch_15.jpg,1
ISIC_7788318,ISIC_7788318_patch_16.jpg,1
ISIC_0662000,ISIC_0662000_patch_1.jpg,1
ISIC_0662000,ISIC_0662000_patch_2.jpg,1
ISIC_0662000,ISIC_0662000_patch_3.jpg,1
ISIC_0662000,ISIC_0662000_patch_4.jpg,1
ISIC_0662000,ISIC_0662000_patch_5.jpg,1
