image_id,patch_id
ISIC_0032929,ISIC_0032929_bkl_patch_1.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_2.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_3.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_4.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_5.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_6.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_7.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_8.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_9.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_10.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_11.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_12.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_13.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_14.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_15.jpg
ISIC_0032929,ISIC_0032929_bkl_patch_16.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_1.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_2.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_3.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_4.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_5.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_6.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_7.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_8.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_9.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_10.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_11.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_12.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_13.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_14.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_15.jpg
ISIC_0026790,ISIC_0026790_bkl_patch_16.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_1.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_2.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_3.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_4.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_5.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_6.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_7.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_8.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_9.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_10.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_11.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_12.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_13.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_14.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_15.jpg
ISIC_0024839,ISIC_0024839_bkl_patch_16.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_1.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_2.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_3.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_4.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_5.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_6.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_7.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_8.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_9.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_10.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_11.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_12.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_13.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_14.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_15.jpg
ISIC_0029474,ISIC_0029474_bkl_patch_16.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_1.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_2.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_3.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_4.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_5.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_6.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_7.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_8.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_9.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_10.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_11.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_12.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_13.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_14.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_15.jpg
ISIC_0032732,ISIC_0032732_bkl_patch_16.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_1.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_2.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_3.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_4.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_5.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_6.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_7.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_8.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_9.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_10.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_11.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_12.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_13.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_14.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_15.jpg
ISIC_0033438,ISIC_0033438_bkl_patch_16.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_1.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_2.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_3.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_4.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_5.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_6.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_7.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_8.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_9.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_10.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_11.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_12.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_13.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_14.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_15.jpg
ISIC_0032040,ISIC_0032040_bkl_patch_16.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_1.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_2.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_3.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_4.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_5.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_6.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_7.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_8.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_9.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_10.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_11.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_12.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_13.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_14.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_15.jpg
ISIC_0033410,ISIC_0033410_bkl_patch_16.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_1.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_2.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_3.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_4.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_5.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_6.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_7.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_8.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_9.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_10.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_11.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_12.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_13.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_14.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_15.jpg
ISIC_0029676,ISIC_0029676_bkl_patch_16.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_1.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_2.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_3.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_4.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_5.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_6.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_7.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_8.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_9.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_10.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_11.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_12.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_13.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_14.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_15.jpg
ISIC_0031987,ISIC_0031987_bkl_patch_16.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_1.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_2.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_3.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_4.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_5.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_6.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_7.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_8.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_9.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_10.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_11.jpg
