image_id,patch_id,label
ISIC_0028965,ISIC_0028965_mel_patch_1.jpg
ISIC_0028965,ISIC_0028965_mel_patch_2.jpg
ISIC_0028965,ISIC_0028965_mel_patch_3.jpg
ISIC_0028965,ISIC_0028965_mel_patch_4.jpg
ISIC_0028965,ISIC_0028965_mel_patch_5.jpg
ISIC_0028965,ISIC_0028965_mel_patch_6.jpg
ISIC_0028965,ISIC_0028965_mel_patch_7.jpg
ISIC_0028965,ISIC_0028965_mel_patch_8.jpg
ISIC_0028965,ISIC_0028965_mel_patch_9.jpg
ISIC_0028965,ISIC_0028965_mel_patch_10.jpg
ISIC_0028965,ISIC_0028965_mel_patch_11.jpg
ISIC_0028965,ISIC_0028965_mel_patch_12.jpg
ISIC_0028965,ISIC_0028965_mel_patch_13.jpg
ISIC_0028965,ISIC_0028965_mel_patch_14.jpg
ISIC_0028965,ISIC_0028965_mel_patch_15.jpg
ISIC_0028965,ISIC_0028965_mel_patch_16.jpg
ISIC_0032915,ISIC_0032915_mel_patch_1.jpg
ISIC_0032915,ISIC_0032915_mel_patch_2.jpg
ISIC_0032915,ISIC_0032915_mel_patch_3.jpg
ISIC_0032915,ISIC_0032915_mel_patch_4.jpg
ISIC_0032915,ISIC_0032915_mel_patch_5.jpg
ISIC_0032915,ISIC_0032915_mel_patch_6.jpg
ISIC_0032915,ISIC_0032915_mel_patch_7.jpg
ISIC_0032915,ISIC_0032915_mel_patch_8.jpg
ISIC_0032915,ISIC_0032915_mel_patch_9.jpg
ISIC_0032915,ISIC_0032915_mel_patch_10.jpg
ISIC_0032915,ISIC_0032915_mel_patch_11.jpg
ISIC_0032915,ISIC_0032915_mel_patch_12.jpg
ISIC_0032915,ISIC_0032915_mel_patch_13.jpg
ISIC_0032915,ISIC_0032915_mel_patch_14.jpg
ISIC_0032915,ISIC_0032915_mel_patch_15.jpg
ISIC_0032915,ISIC_0032915_mel_patch_16.jpg
ISIC_0024805,ISIC_0024805_mel_patch_1.jpg
ISIC_0024805,ISIC_0024805_mel_patch_2.jpg
ISIC_0024805,ISIC_0024805_mel_patch_3.jpg
ISIC_0024805,ISIC_0024805_mel_patch_4.jpg
ISIC_0024805,ISIC_0024805_mel_patch_5.jpg
ISIC_0024805,ISIC_0024805_mel_patch_6.jpg
ISIC_0024805,ISIC_0024805_mel_patch_7.jpg
ISIC_0024805,ISIC_0024805_mel_patch_8.jpg
ISIC_0024805,ISIC_0024805_mel_patch_9.jpg
ISIC_0024805,ISIC_0024805_mel_patch_10.jpg
ISIC_0024805,ISIC_0024805_mel_patch_11.jpg
ISIC_0024805,ISIC_0024805_mel_patch_12.jpg
ISIC_0024805,ISIC_0024805_mel_patch_13.jpg
ISIC_0024805,ISIC_0024805_mel_patch_14.jpg
ISIC_0024805,ISIC_0024805_mel_patch_15.jpg
ISIC_0024805,ISIC_0024805_mel_patch_16.jpg
ISIC_0032726,ISIC_0032726_mel_patch_1.jpg
ISIC_0032726,ISIC_0032726_mel_patch_2.jpg
ISIC_0032726,ISIC_0032726_mel_patch_3.jpg
ISIC_0032726,ISIC_0032726_mel_patch_4.jpg
ISIC_0032726,ISIC_0032726_mel_patch_5.jpg
